,race,gender,date,zip,income,type,interest,term,principal,approved,adj_bls_2,id
272,black,female,2018-02-01,60625,55623,home,5.9984487641451905,360,480479,True,1.42,AP20182-2-95
273,hispanic/latino,male,2013-06-01,60625,56448,home,3.3329377285755037,360,277770,True,0.09,AP20136-0-4
274,black,male,2018-03-01,60615,122882,auto,5.760544090659628,84,25888,True,1.51,AP20183-0-22
275,other,male,2011-07-01,60626,57436,home,2.6290103902602744,300,482709,False,0.07,AP20117-2-55
276,hispanic/latino,female,2015-01-01,60625,15119,auto,5.2324514446030435,72,19439,True,0.11,AP20151-1-16
277,black,female,2016-12-01,60637,33387,home,2.83765379337586,180,252908,False,0.54,AP201612-1-74
278,hispanic/latino,female,2018-06-01,60623,16069,personal,13.177425234734653,18,6347,False,1.82,AP20186-0-97
279,white,female,2017-08-01,60614,67945,home,1.7458730473542239,180,461434,False,1.16,AP20178-1-42
280,black,male,2011-03-01,60615,39393,auto,5.215107192258972,72,34297,False,0.14,AP20113-1-11
281,black,male,2018-02-01,60623,29898,home,2.2313979172925125,360,184346,False,1.42,AP20182-3-37
282,hispanic/latino,male,2012-02-01,60625,3674,personal,8.938749634035611,12,1663,False,0.1,AP20122-1-9
283,asian,female,2014-03-01,60625,19562,personal,9.630469673159219,18,10675,False,0.08,AP20143-3-26
284,black,female,2014-11-01,60615,77188,auto,4.865845516769584,60,105137,False,0.09,AP201411-0-94
285,hispanic/latino,male,2011-05-01,60626,72652,home,2.0969218182187133,360,504174,False,0.09,AP20115-1-44
286,other,male,2017-05-01,60615,102533,auto,7.11814434200464,72,21124,True,0.91,AP20175-2-43
287,hispanic/latino,male,2017-12-01,60623,4404,personal,16.72219427133619,12,353,False,1.3,AP201712-2-72
288,white,female,2016-12-01,60625,57003,home,2.8674873353367483,300,528908,True,0.54,AP201612-2-99
289,asian,female,2015-01-01,60625,45021,home,4.437247547321959,360,231261,True,0.11,AP20151-3-46
290,other,male,2012-08-01,60614,185365,home,1.7881406520121228,300,1302439,True,0.13,AP20128-3-63
291,black,male,2015-01-01,60623,38331,auto,5.287375508007019,60,26185,False,0.11,AP20151-3-74
292,black,male,2013-02-01,60626,38404,personal,5.844742136740523,48,9127,True,0.15,AP20132-3-37
293,white,female,2014-01-01,60611,71950,home,1.4109941183622332,360,501499,True,0.07,AP20141-0-34
294,hispanic/latino,male,2016-08-01,60623,25252,personal,11.112639153704768,24,128,False,0.4,AP20168-2-13
295,other,female,2017-05-01,60626,82551,auto,7.138204282429292,84,21133,True,0.91,AP20175-3-65
296,hispanic/latino,male,2017-06-01,60625,21170,personal,12.559337396484633,12,99,False,1.04,AP20176-3-20
297,black,male,2015-02-01,60623,68201,home,2.549468671626078,180,461560,False,0.11,AP20152-0-68
298,hispanic/latino,female,2016-06-01,60625,95355,home,6.838894262083316,300,608810,True,0.38,AP20166-3-11
299,black,male,2018-07-01,60637,16680,auto,7.1174872477212485,84,14646,False,1.91,AP20187-0-4
300,other,male,2013-02-01,60611,37059,personal,5.725946907980017,18,5392,False,0.15,AP20132-0-34
301,hispanic/latino,male,2018-01-01,60623,37684,auto,6.604217535197166,72,13106,False,1.41,AP20181-3-8
302,hispanic/latino,male,2016-05-01,60623,22275,auto,5.387495696631502,72,8713,False,0.37,AP20165-2-82
303,other,female,2015-05-01,60637,58317,home,3.193848972865442,360,462962,False,0.12,AP20155-3-67
304,asian,male,2012-06-01,60625,113855,home,3.9482346033763998,360,710330,True,0.16,AP20126-3-95
305,white,male,2018-07-01,60614,69658,home,3.893405677188822,360,479961,True,1.91,AP20187-2-39
306,black,male,2016-03-01,60623,24577,personal,15.532598227084327,60,1632,False,0.36,AP20163-2-61
307,hispanic/latino,female,2017-02-01,60623,17238,personal,2.288338141636885,18,433,False,0.66,AP20172-0-54
308,white,male,2016-04-01,60626,24090,home,4.14780635507607,360,139075,False,0.37,AP20164-0-72
309,other,female,2016-08-01,60626,19582,personal,13.709934515984534,12,4952,False,0.4,AP20168-2-79
310,black,male,2012-08-01,60623,75339,auto,3.5347562166793436,72,97194,False,0.13,AP20128-1-10
311,black,male,2013-07-01,60637,16238,auto,3.711669985433905,72,14442,False,0.09,AP20137-1-10
312,black,male,2016-04-01,60623,29045,home,6.024325546189942,300,208179,False,0.37,AP20164-2-26
313,asian,female,2018-10-01,60625,76004,home,7.042573754571189,360,544379,True,2.19,AP201810-1-45
314,other,male,2018-06-01,60637,61747,auto,7.902333385278704,84,23523,True,1.82,AP20186-2-50
315,black,female,2015-08-01,60625,81214,home,0.6604985643017919,240,568927,False,0.14,AP20158-3-81
316,hispanic/latino,male,2017-04-01,60623,25145,home,4.5749961410781665,180,188090,False,0.9,AP20174-3-20
317,asian,male,2011-09-01,60626,30663,home,4.557858390648328,300,262429,False,0.08,AP20119-2-7
318,black,female,2015-04-01,60637,87430,home,1.5288155554113034,300,671095,False,0.12,AP20154-2-5
319,white,male,2017-08-01,60614,107646,home,3.617785417946938,240,649230,True,1.16,AP20178-2-67
320,black,male,2018-04-01,60615,73773,home,3.636031038382656,180,577812,False,1.69,AP20184-1-82
321,hispanic/latino,female,2013-09-01,60626,2775,auto,4.695205130679378,60,14423,False,0.08,AP20139-3-75
322,hispanic/latino,male,2012-08-01,60623,30589,personal,19.490198285414873,18,28721,True,0.13,AP20128-2-11
323,white,male,2015-03-01,60625,955,personal,2.1672405071963747,60,443,False,0.11,AP20153-3-55
324,white,female,2016-03-01,60615,11337,home,4.746017423114947,360,77489,False,0.36,AP20163-3-49
325,hispanic/latino,male,2015-06-01,60626,97462,home,3.5936437210539434,360,827025,True,0.13,AP20156-3-8
326,hispanic/latino,female,2012-12-01,60623,23361,home,2.941653128143235,360,186771,False,0.16,AP201212-2-77
327,hispanic/latino,male,2015-04-01,60626,73062,home,0.5939565208198329,360,419842,False,0.12,AP20154-2-79
328,black,female,2015-04-01,60625,24547,auto,5.734336043197028,84,18707,True,0.12,AP20154-3-69
329,white,male,2013-08-01,60626,6759,auto,4.27602869524899,60,11867,False,0.08,AP20138-3-11
330,black,female,2018-04-01,60623,36698,personal,21.16372796468886,12,5544,False,1.69,AP20184-2-33
331,hispanic/latino,female,2012-03-01,60623,59571,home,3.076457271948421,360,417568,False,0.13,AP20123-2-95
332,black,female,2018-08-01,60637,25616,personal,4.513555437227426,48,11055,False,1.91,AP20188-0-8
333,hispanic/latino,female,2017-05-01,60623,76072,personal,2.249336799695346,24,9436,False,0.91,AP20175-2-55
334,other,male,2014-06-01,60615,907,auto,5.318281970366422,60,14798,False,0.1,AP20146-2-96
335,other,male,2015-09-01,60625,85381,auto,3.8977820002851744,72,61046,True,0.14,AP20159-0-27
336,white,male,2017-03-01,60614,66871,personal,23.48789667157256,24,12830,True,0.79,AP20173-0-99
337,white,female,2014-05-01,60626,82124,auto,4.813408535241592,84,6886,False,0.09,AP20145-3-69
338,black,male,2016-09-01,60623,32859,personal,10.117396769033856,24,2765,False,0.4,AP20169-3-33
339,white,female,2011-11-01,60626,51656,personal,6.286810798523524,60,11229,True,0.08,AP201111-0-88
340,white,male,2014-03-01,60625,43875,auto,5.374449466997997,72,3765,False,0.08,AP20143-0-21
341,black,male,2017-10-01,60626,66234,auto,2.8303607375014956,84,5585,False,1.15,AP201710-2-27
342,black,female,2013-07-01,60615,71341,home,3.2194971613353327,360,515748,False,0.09,AP20137-1-33
343,black,male,2018-12-01,60626,24564,auto,7.4146246244669705,72,21966,False,2.27,AP201812-0-14
344,white,male,2012-07-01,60615,29928,personal,18.66950679538694,24,5099,False,0.16,AP20127-3-9
345,hispanic/latino,female,2017-11-01,60615,51705,home,8.387040781494491,360,393556,True,1.16,AP201711-0-0
346,white,male,2015-09-01,60625,70451,auto,5.330193177017471,84,22604,True,0.14,AP20159-1-39
347,black,female,2017-08-01,60637,25754,auto,6.479211817447484,84,15686,False,1.16,AP20178-0-44
348,white,male,2015-01-01,60614,133171,auto,5.8930066792370495,60,25232,True,0.11,AP20151-0-77
349,hispanic/latino,female,2018-01-01,60623,36898,home,6.644183659401928,300,282443,False,1.41,AP20181-0-43
350,white,male,2016-12-01,60614,77154,home,3.5965982704092982,360,527063,True,0.54,AP201612-3-1
351,black,male,2015-09-01,60637,96217,auto,3.2981706232999533,60,11025,False,0.14,AP20159-0-56
352,white,female,2018-03-01,60615,24071,auto,6.523565082938996,60,13752,False,1.51,AP20183-0-57
353,other,male,2018-09-01,60615,9047,personal,13.102758344929406,60,2735,False,1.95,AP20189-0-94
354,white,female,2015-12-01,60611,12714,personal,13.051835560126188,48,1199,False,0.24,AP201512-1-32
355,black,male,2013-02-01,60637,36947,auto,4.92327564033323,84,1861,False,0.15,AP20132-2-8
356,black,female,2015-03-01,60637,69764,home,3.806282408221822,360,372128,False,0.11,AP20153-2-86
357,white,female,2015-05-01,60611,101626,auto,7.221009269245639,84,41966,True,0.12,AP20155-1-73
358,black,female,2014-08-01,60625,28136,home,2.9542418632248744,240,191301,False,0.09,AP20148-3-8
359,hispanic/latino,male,2017-10-01,60623,58362,auto,6.993400572585253,60,39210,False,1.15,AP201710-3-38
360,black,female,2015-12-01,60623,22210,personal,10.450585747128743,60,5591,True,0.24,AP201512-1-20
361,black,female,2018-02-01,60637,86904,auto,6.447766060923945,72,27525,True,1.42,AP20182-2-12
362,hispanic/latino,male,2012-09-01,60611,30259,personal,11.593674409558009,18,2702,False,0.14,AP20129-3-27
363,asian,male,2017-03-01,60625,52900,auto,5.663175083928332,72,29650,True,0.79,AP20173-3-15
364,black,male,2012-03-01,60626,101648,auto,5.2278418348669256,72,2140,False,0.13,AP20123-2-94
365,black,male,2013-10-01,60637,69571,home,2.2753769099128522,360,492792,False,0.09,AP201310-2-16
366,black,male,2011-03-01,60637,67944,personal,17.836547444434537,24,1544,False,0.14,AP20113-3-96
367,hispanic/latino,female,2013-07-01,60625,44040,home,6.132632818089659,180,312256,False,0.09,AP20137-1-45
368,white,male,2018-09-01,60611,118888,home,3.533407253419095,360,704265,True,1.95,AP20189-1-78
369,black,male,2015-05-01,60623,27273,personal,10.546984722167657,48,1967,False,0.12,AP20155-2-19
370,black,male,2018-09-01,60623,62912,personal,17.43124595457296,12,757,False,1.95,AP20189-0-100
371,hispanic/latino,female,2013-05-01,60623,20807,auto,4.400742974519126,72,19505,False,0.11,AP20135-3-30
372,white,female,2016-03-01,60626,34575,auto,5.437637003775539,72,12441,False,0.36,AP20163-3-56
373,white,male,2011-05-01,60614,122260,home,5.546719586625857,360,808626,True,0.09,AP20115-2-44
374,white,female,2018-07-01,60614,193117,auto,7.371622094934153,60,68813,True,1.91,AP20187-2-98
375,white,male,2015-07-01,60614,22154,home,2.5243777014003315,360,148319,False,0.13,AP20157-0-72
376,hispanic/latino,female,2018-03-01,60626,87678,home,3.438339542250737,300,647374,False,1.51,AP20183-0-72
377,white,female,2017-11-01,60611,36333,auto,6.333442257951555,84,9463,True,1.16,AP201711-0-4
378,white,non-binary,2017-10-01,60615,12131,personal,16.600175804788545,48,3501,True,1.15,AP201710-3-95
379,black,female,2018-05-01,60615,53596,personal,16.02173250293627,12,11616,False,1.7,AP20185-3-89
380,other,male,2018-11-01,60614,203912,auto,7.887447812822953,84,33028,True,2.2,AP201811-1-0
381,other,male,2017-01-01,60614,151296,personal,13.941388358920994,60,13422,True,0.65,AP20171-3-63
382,white,female,2013-01-01,60615,90872,home,2.546278678261457,360,694761,False,0.14,AP20131-3-40
383,white,male,2016-11-01,60614,14051,home,1.732476431034025,300,107293,False,0.41,AP201611-3-23
384,black,female,2011-08-01,60637,62028,home,3.7681942161091597,360,410175,False,0.1,AP20118-2-55
385,other,female,2016-05-01,60626,52669,personal,7.777346457664485,12,7264,False,0.37,AP20165-3-92
386,hispanic/latino,female,2017-06-01,60623,23926,personal,7.312847641130847,18,5192,False,1.04,AP20176-2-61
387,black,male,2015-04-01,60623,12019,home,2.9809683832061222,300,75743,False,0.12,AP20154-3-6
388,hispanic/latino,female,2014-04-01,60625,35907,auto,6.045009963044658,84,27771,True,0.09,AP20144-1-49
389,black,female,2014-02-01,60623,19410,auto,5.415177602264662,72,19665,False,0.07,AP20142-3-97
390,other,female,2013-04-01,60637,40667,auto,4.687341655723191,72,8373,False,0.15,AP20134-1-30
391,hispanic/latino,male,2016-12-01,60623,55974,auto,5.075013441768539,60,25553,False,0.54,AP201612-3-31
392,other,female,2015-06-01,60611,107307,auto,5.3647379526544965,60,42820,True,0.13,AP20156-2-93
393,other,female,2011-06-01,60626,68616,home,0.6133293413174222,240,493991,False,0.09,AP20116-2-84
394,white,female,2017-01-01,60614,90701,auto,5.774802677182731,84,58706,True,0.65,AP20171-0-94
395,black,female,2017-04-01,60637,86681,home,4.713740678721415,360,633149,True,0.9,AP20174-3-1
396,other,male,2015-01-01,60623,57222,home,2.6990324506389403,360,440063,False,0.11,AP20151-1-71
397,white,male,2018-12-01,60625,108460,home,5.8239872462765625,300,706233,True,2.27,AP201812-0-4
398,black,male,2016-01-01,60614,78288,auto,3.1775664829627805,72,926,False,0.34,AP20161-0-79
399,hispanic/latino,male,2018-01-01,60626,30961,personal,11.918436313867359,48,9024,True,1.41,AP20181-0-100
400,white,male,2014-06-01,60615,1634,personal,23.52485043489953,48,580,False,0.1,AP20146-1-48
401,white,male,2018-06-01,60625,15754,auto,7.393858833050105,72,22199,True,1.82,AP20186-0-64
402,black,male,2012-07-01,60637,15810,auto,3.792786637049768,60,2946,False,0.16,AP20127-0-34
403,white,female,2014-07-01,60625,10146,personal,8.99623153013876,18,2475,False,0.09,AP20147-2-72
404,other,male,2016-07-01,60611,42430,home,0.7549943622026717,240,318524,False,0.39,AP20167-2-61
405,black,male,2017-02-01,60637,16007,home,2.281240482418191,360,101739,False,0.66,AP20172-2-14
406,black,female,2011-09-01,60637,28381,home,1.5913593772145709,180,247616,False,0.08,AP20119-2-88
407,white,male,2017-11-01,60625,36607,auto,5.734317268643716,72,3325,False,1.16,AP201711-0-79
408,black,male,2018-01-01,60623,5135,personal,4.755038879623972,18,790,False,1.41,AP20181-1-61
409,other,female,2015-11-01,60615,90020,personal,6.69052357465315,18,25265,True,0.12,AP201511-3-42
410,other,male,2018-10-01,60625,26120,auto,8.28956222808277,72,14733,True,2.19,AP201810-3-44
411,white,male,2014-09-01,60625,68914,home,4.336418721179806,240,531387,False,0.09,AP20149-3-98
412,white,female,2015-02-01,60637,55193,auto,4.761388289435996,72,2950,False,0.11,AP20152-0-83
413,other,female,2018-06-01,60625,89762,auto,6.94835416208815,72,637,False,1.82,AP20186-0-9
414,white,female,2017-11-01,60625,63135,auto,6.6695767459523285,84,18824,True,1.16,AP201711-0-20
415,black,female,2012-08-01,60626,16656,auto,6.605150549663123,84,110,False,0.13,AP20128-1-26
416,white,male,2018-10-01,60625,35001,auto,6.357150198189549,84,13273,True,2.19,AP201810-0-74
417,hispanic/latino,male,2012-02-01,60623,51446,auto,4.764303616849117,72,20259,False,0.1,AP20122-3-57
418,white,male,2018-10-01,60626,82932,auto,6.381795246326918,84,40034,True,2.19,AP201810-0-8
419,asian,male,2018-11-01,60615,70428,home,4.544145286467516,180,421903,False,2.2,AP201811-0-59
420,black,male,2013-10-01,60615,25530,home,1.6725297451850603,300,144355,False,0.09,AP201310-2-82
421,white,female,2011-07-01,60614,105816,home,5.34807457444772,180,698795,False,0.07,AP20117-3-85
422,white,female,2016-06-01,60614,191535,personal,5.596284554744774,24,1649,False,0.38,AP20166-1-83
423,hispanic/latino,female,2012-02-01,60623,28176,auto,5.306371991975537,72,8883,False,0.1,AP20122-3-6
424,hispanic/latino,male,2018-06-01,60625,110944,home,2.8871200532156625,180,905944,False,1.82,AP20186-0-56
425,black,female,2017-11-01,60626,41831,personal,21.022806986366458,12,6231,False,1.16,AP201711-2-66
426,other,female,2015-07-01,60625,102577,home,3.1734424015642704,360,602140,True,0.13,AP20157-1-21
427,white,male,2018-02-01,60625,95176,auto,5.659529608791797,72,10960,True,1.42,AP20182-0-93
428,white,male,2015-09-01,60611,75935,home,6.034804215270895,240,688613,False,0.14,AP20159-3-49
429,white,female,2013-04-01,60625,14120,personal,4.49573247637542,24,8454,False,0.15,AP20134-1-47
430,white,male,2018-11-01,60625,117449,home,3.8981232693130687,300,799202,True,2.2,AP201811-3-45
431,black,non-binary,2012-12-01,60637,37843,personal,16.25897165723247,18,34288,True,0.16,AP201212-3-51
432,other,male,2015-03-01,60615,29901,home,6.203205282466196,360,244264,False,0.11,AP20153-1-2
433,hispanic/latino,male,2012-01-01,60625,39368,auto,5.641126012799724,72,19806,True,0.08,AP20121-2-2
434,white,female,2018-08-01,60615,39700,auto,7.107524911709634,60,10991,False,1.91,AP20188-2-82
435,black,male,2012-03-01,60615,118023,home,1.2808177694816552,300,958876,False,0.13,AP20123-1-75
436,white,male,2014-09-01,60614,93828,home,2.02425684171396,300,632074,True,0.09,AP20149-1-24
437,black,female,2018-07-01,60615,62945,home,7.185519692280678,300,478215,True,1.91,AP20187-2-0
438,black,male,2018-06-01,60623,18,personal,13.039967226771864,18,1,False,1.82,AP20186-3-5
439,black,female,2011-05-01,60615,5856,personal,10.75370004708736,18,2056,False,0.09,AP20115-0-78
440,other,male,2013-08-01,60626,48324,home,5.6056072288380205,300,376328,False,0.08,AP20138-2-93
441,black,female,2015-03-01,60626,62293,home,5.8161738670062855,180,519111,False,0.11,AP20153-0-23
442,other,female,2013-09-01,60623,51990,auto,4.440574546682323,72,45310,False,0.08,AP20139-0-22
443,hispanic/latino,male,2013-10-01,60625,111048,home,2.2804859952635006,180,826339,False,0.09,AP201310-3-65
444,black,female,2017-05-01,60623,27431,personal,2.1417763362197064,48,5331,False,0.91,AP20175-1-8
445,other,male,2014-01-01,60614,92105,home,0.4809481884316062,180,653488,False,0.07,AP20141-1-99
446,hispanic/latino,female,2018-09-01,60623,19063,auto,7.413151668060338,84,24541,False,1.95,AP20189-1-29
447,black,male,2016-01-01,60626,51799,auto,3.3778760277739432,72,56248,False,0.34,AP20161-0-61
448,hispanic/latino,male,2016-02-01,60625,67937,home,7.069056297150117,360,450272,True,0.38,AP20162-1-68
449,white,male,2012-12-01,60625,34201,personal,9.9956097980973,48,4685,False,0.16,AP201212-2-1
450,black,female,2018-01-01,60615,66919,auto,6.502652534167312,72,3778,False,1.41,AP20181-2-98
451,white,female,2013-03-01,60611,133438,home,3.088357204341799,240,1020521,True,0.14,AP20133-3-59
452,hispanic/latino,female,2015-04-01,60623,30797,personal,1.0275754146275338,18,7079,False,0.12,AP20154-0-60
453,other,female,2012-05-01,60626,91049,auto,4.2214964897286285,72,13735,False,0.16,AP20125-2-54
454,hispanic/latino,male,2016-05-01,60626,13480,auto,5.7069347855682935,60,20967,False,0.37,AP20165-2-98
455,white,female,2017-08-01,60614,7193,personal,5.176850106209561,48,495,False,1.16,AP20178-2-97
456,white,male,2016-06-01,60625,121277,home,6.740208332285627,360,649990,True,0.38,AP20166-1-71
