race,gender,date,zip,income,type,interest,term,principal,approved,adj_bls_2,id
other,male,2018-10-01,60623,11859.0,personal,8.463359523083225,12,1065.0,False,2.19,AP201810-2-1
hispanic/latino,male,2013-09-01,60623,27101.0,auto,5.986698503531368,72,7179.0,False,0.08,AP20139-0-31
black,male,2018-06-01,60637,40413.0,personal,17.08163045728106,60,1664.0,False,1.82,AP20186-2-82
white,male,2014-12-01,60626,30795.0,auto,6.1004084810552675,72,8880.0,False,0.12,AP201412-3-61
Hispanic,male,2017-09-01,60625,104009.0,auto,7.708657943052497,84,59778.0,True,1.15,AP20179-0-85
Black,male,2013-06-01,60623,46374.0,personal,3.263352063152947,12,2342.0,False,0.09,AP20136-1-43
hispanic/latino,male,2011-08-01,60625,94177.0,auto,5.502655496899496,72,51018.0,True,0.1,AP20118-1-35
white,female,2016-11-01,60614,50177.0,home,5.594982849351666,360,341238.0,True,0.41,AP201611-3-95
hispanic/latino,female,2012-10-01,60623,53106.0,personal,15.346331062700699,18,10454.0,True,0.16,AP201210-3-32
,female,2018-11-01,60611,41458.0,auto,8.167209906269324,72,20530.0,True,2.2,AP201811-2-47
asian,male,2013-05-01,60625,69599.0,home,2.2466923044446605,360,480491.0,True,0.11,AP20135-1-93
hispanic/latino,male,2011-07-01,60626,26089.0,home,2.761502377470897,360,93227.0,False,0.07,AP20117-3-18
black,male,2015-10-01,60623,85489.0,auto,5.718362139053123,72,52541.0,False,0.12,AP201510-0-23
white,female,2011-08-01,60637,17749.0,auto,5.658004183711814,84,11910.0,False,0.1,AP20118-1-93
hispanic/latino,female,2017-02-01,60623,33483.0,personal,12.055997991568095,18,2753.0,False,0.66,AP20172-0-84
white,male,2011-03-01,60626,12814.0,personal,7.311168957453501,24,2162.0,False,0.14,AP20113-0-33
other,female,2015-10-01,60614,,home,5.439151438892249,240,414348.0,True,0.12,AP201510-2-11
hispanic/latino,male,2013-04-01,60623,41562.0,auto,4.626889712361949,72,5495.0,False,0.15,AP20134-0-76
white,male,2018-03-01,60637,28179.0,home,4.1949430466262445,360,203354.0,False,1.51,AP20183-3-73
black,male,2013-02-01,60623,682.0,auto,4.907852564316225,84,14619.0,False,0.15,AP20132-1-48
Latinx,female,2013-06-01,60614,200197.0,home,1.181174918337134,240,1602448.0,False,0.09,AP20136-3-33
other,male,2018-12-01,60637,38763.0,auto,9.662597111734891,72,17670.0,True,2.27,AP201812-0-44
hispanic/latino,female,2014-03-01,60625,67194.0,personal,15.639023085641623,24,4339.0,False,0.08,AP20143-2-83
black,male,2011-05-01,60626,23147.0,auto,5.660233049770693,72,4513.0,False,0.09,AP20115-0-72
other,female,2015-05-01,60625,88768.0,home,0.48698929019589954,240,705194.0,False,0.12,AP20155-2-70
Black,female,2011-11-01,60637,64194.0,home,3.2259059822698135,360,432392.0,False,0.08,AP201111-1-54
black,male,2018-09-01,60623,,personal,6.636683032491966,24,8633.0,False,1.95,AP20189-2-75
white,female,2018-03-01,60614,59776.0,home,5.211758306756959,240,418723.0,True,1.51,AP20183-0-69
other,female,2013-11-01,60626,34188.0,personal,9.006953354716774,18,5197.0,False,0.08,AP201311-3-46
white,female,2017-01-01,60614,89349.0,home,2.7363274619692515,360,602861.0,True,0.65,AP20171-2-56
Black,female,2013-11-01,60626,26549.0,auto,6.2384518094918135,84,42893.0,False,0.08,AP201311-1-75
white,female,2017-12-01,60625,41329.0,auto,7.02021126695988,60,232.0,False,1.3,AP201712-3-85
black,male,2014-02-01,60623,9059.0,auto,5.286515013064217,72,11315.0,False,0.07,AP20142-2-67
hispanic/latino,male,2017-04-01,60623,38079.0,home,6.500344188600587,360,305977.0,False,0.9,AP20174-2-82
black,female,2017-01-01,60625,11264.0,personal,11.36907385462962,48,1448.0,False,0.65,AP20171-2-55
white,male,2014-09-01,60625,57761.0,home,3.810619599266314,360,403204.0,True,0.09,AP20149-1-84
black,male,2015-10-01,60637,70117.0,home,3.913218127255024,300,554417.0,False,0.12,AP201510-2-57
hispanic/latino,male,2011-03-01,60614,257459.0,auto,6.424235836212493,72,29589.0,True,0.14,AP20113-0-2
Caucasian,female,2017-04-01,60611,,home,1.50273454659709,300,1168757.0,True,0.9,AP20174-1-86
black,male,2018-02-01,60623,36909.0,auto,6.583251467130895,60,18906.0,False,1.42,AP20182-3-90
black,male,2018-12-01,60623,58272.0,auto,9.121516165696463,84,41846.0,False,2.27,AP201812-3-52
black,female,2018-01-01,60615,84305.0,home,2.1340438456125668,360,621707.0,False,1.41,AP20181-2-80
white,female,2016-05-01,60615,31147.0,home,1.3486367810944264,180,251074.0,False,0.37,AP20165-2-85
other,female,2011-12-01,60625,30213.0,personal,4.751941051496466,12,2128.0,False,0.07,AP201112-1-98
white,male,2016-08-01,60614,174074.0,home,4.984485262528264,180,922453.0,True,0.4,AP20168-1-88
hispanic/latino,female,2016-04-01,60623,27372.0,auto,6.213346057350825,60,558.0,False,0.37,AP20164-1-53
white,male,2015-09-01,60611,262006.0,home,2.842747533229973,240,2163905.0,False,0.14,AP20159-2-51
white,female,2013-09-01,60614,,auto,6.195405873466513,60,15892.0,True,0.08,AP20139-0-45
white,male,2011-04-01,60626,57778.0,home,1.4757089422493679,240,385833.0,False,0.1,AP20114-3-1
white,female,2013-12-01,60611,,home,3.6796463939812574,300,653703.0,True,0.09,AP201312-2-96
black,male,2015-10-01,60637,24817.0,home,2.318112086493881,180,161249.0,False,0.12,AP201510-0-72
black,female,2013-07-01,60626,25666.0,personal,0.42574728963040986,60,492.0,False,0.09,AP20137-1-99
white,female,2018-11-01,60626,40890.0,auto,7.4295237483896805,72,27957.0,False,2.2,AP201811-0-13
,female,2018-09-01,60623,19974.0,home,2.7831091361585125,360,149348.0,False,1.95,AP20189-2-49
black,female,2014-06-01,60623,34384.0,home,3.0465359342002776,240,276280.0,False,0.1,AP20146-2-15
hispanic/latino,female,2017-03-01,60625,,auto,5.167911317158355,72,49417.0,True,0.79,AP20173-1-62
white,female,2016-01-01,60611,,home,4.920275484919161,300,915239.0,True,0.34,AP20161-2-16
hispanic/latino,male,2013-02-01,60623,,home,4.720371198352373,180,321782.0,False,0.15,AP20132-3-93
black,male,2017-01-01,60615,9129.0,personal,2.754028121923177,48,409.0,False,0.65,AP20171-0-20
white,male,2016-04-01,60614,202706.0,home,3.7458954697822557,360,1133518.0,True,0.37,AP20164-2-24
other,male,2017-03-01,60626,72111.0,auto,5.661972030700278,72,42981.0,False,0.79,AP20173-3-4
asian,female,2012-06-01,60625,33993.0,home,7.43172729237697,180,249305.0,False,0.16,AP20126-3-69
white,female,2013-01-01,60637,6605.0,home,2.285234053209422,180,55280.0,False,0.14,AP20131-0-39
,male,2014-12-01,60614,52535.0,personal,18.82780241729945,48,18195.0,True,0.12,AP201412-3-68
other,male,2018-09-01,60625,44156.0,home,7.7876540231585265,360,250759.0,True,1.95,AP20189-3-30
black,male,2011-04-01,60637,2455.0,personal,6.796749320356284,24,65.0,False,0.1,AP20114-1-33
black,male,2013-01-01,60623,51604.0,personal,18.05979810101838,24,30316.0,True,0.14,AP20131-3-51
white,female,2012-01-01,60615,1556.0,personal,14.482110560558224,12,464.0,False,0.08,AP20121-1-72
white,female,2013-02-01,60614,45616.0,home,4.2638720465809605,300,366819.0,True,0.15,AP20132-1-81
other,male,2018-02-01,60626,46437.0,auto,7.295675112820488,72,3335.0,False,1.42,AP20182-2-29
asian,female,2018-10-01,60637,34323.0,home,5.293113865869245,300,286275.0,False,2.19,AP201810-0-28
asian,male,2011-03-01,60611,246324.0,home,3.839973853017039,240,1558837.0,True,0.14,AP20113-1-95
black,female,2012-06-01,60626,8025.0,auto,6.957200793988301,60,11057.0,False,0.16,AP20126-0-27
black,male,2015-04-01,60623,29484.0,personal,12.01953724752333,18,4914.0,False,0.12,AP20154-3-53
black,female,2017-10-01,60637,33590.0,auto,5.424292969982307,84,1735.0,False,1.15,AP201710-3-88
asian,male,2017-08-01,60614,37045.0,auto,5.196786206856474,72,31650.0,True,1.16,AP20178-2-12
other,male,2014-12-01,60625,209364.0,home,2.683181604627813,300,1255224.0,True,0.12,AP201412-3-45
hispanic/latino,male,2015-11-01,60626,83533.0,personal,6.905095927716626,48,21932.0,True,0.12,AP201511-1-56
hispanic/latino,non-binary,2011-06-01,60623,589.0,home,3.53240080630234,300,4426.0,False,0.09,AP20116-3-17
hispanic/latino,male,2017-02-01,60625,,auto,3.4859141662962077,84,18833.0,True,0.66,AP20172-2-89
white,female,2016-10-01,60614,167818.0,home,2.1248238170435956,300,1058259.0,True,0.4,AP201610-2-87
white,male,2013-03-01,60625,102182.0,home,5.996936619790846,240,624554.0,True,0.14,AP20133-2-27
black,female,2016-05-01,60615,68681.0,auto,4.454121722278451,60,11439.0,False,0.37,AP20165-1-96
black,male,2018-02-01,60626,77046.0,auto,5.144408736299439,84,75381.0,False,1.42,AP20182-0-28
other,male,2017-07-01,60637,33910.0,auto,6.3095946932341835,72,13927.0,False,1.15,AP20177-2-76
black,female,2013-10-01,60626,11834.0,auto,4.978141081200833,60,11831.0,False,0.09,AP201310-2-96
white,non-binary,2017-04-01,60625,71756.0,home,2.279437759179228,240,377835.0,True,0.9,AP20174-3-27
asian,,2015-11-01,60615,41642.0,home,2.869115751638898,240,324149.0,False,0.12,AP201511-0-99
black,female,2013-05-01,60626,,auto,5.3612736961188965,60,14392.0,False,0.11,AP20135-3-51
African-American,male,2013-07-01,60623,955.0,auto,4.448237210712461,72,15238.0,False,0.09,AP20137-0-80
black,female,2015-03-01,60623,57398.0,home,3.4525368709603836,360,334467.0,False,0.11,AP20153-1-34
Latinx,male,2013-03-01,60623,21972.0,home,4.038594510988014,240,157632.0,False,0.14,AP20133-3-81
other,female,2011-04-01,60625,74046.0,home,4.3974997271337335,180,670950.0,False,0.1,AP20114-0-20
white,male,2016-01-01,60625,70472.0,auto,3.5704151146776066,84,10904.0,True,0.34,AP20161-0-96
black,male,2016-12-01,60623,78834.0,home,3.488178181137466,360,578427.0,False,0.54,AP201612-1-69
hispanic/latino,female,2018-07-01,60623,57950.0,home,8.300622432948973,360,485899.0,True,1.91,AP20187-3-16
other,female,2014-05-01,60626,93033.0,home,5.630330669273574,360,610940.0,True,0.09,AP20145-0-0
white,male,2013-08-01,60611,14056.0,personal,14.899760761662685,60,275.0,False,0.08,AP20138-0-39
white,female,2018-04-01,60637,4138.0,personal,9.445473874743708,48,2926.0,False,1.69,AP20184-0-78
black,female,2018-07-01,60637,48081.0,auto,8.350159145861282,72,28086.0,False,1.91,AP20187-0-36
asian,female,2014-10-01,60625,,auto,4.1537281585133385,72,24774.0,True,0.09,AP201410-2-58
other,female,2017-03-01,60614,51915.0,personal,15.020758415793342,12,2960.0,False,0.79,AP20173-0-96
black,male,2015-09-01,60637,8802.0,personal,12.045887417464836,12,1261.0,False,0.14,AP20159-1-63
black,male,2017-08-01,60637,,personal,6.1309395361756245,12,1659.0,False,1.16,AP20178-3-71
other,male,2015-01-01,60625,,home,3.812291007400357,180,199446.0,False,0.11,AP20151-2-13
hispanic/latino,male,2017-07-01,60623,104305.0,auto,4.2543548143417285,60,35703.0,False,1.15,AP20177-1-14
white,female,2013-03-01,60614,,home,5.033924068136554,360,1102795.0,True,0.14,AP20133-0-10
hispanic/latino,female,2011-03-01,60625,,home,4.112493867630043,240,163422.0,True,0.14,AP20113-1-34
hispanic/latino,male,2013-03-01,60626,3701.0,auto,6.120919080845119,84,16927.0,False,0.14,AP20133-0-11
black,male,2011-03-01,60637,50715.0,auto,5.8031867082228885,72,7141.0,False,0.14,AP20113-3-100
black,male,2018-08-01,60637,,home,4.82138142003145,180,526548.0,False,1.91,AP20188-0-32
black,male,2013-04-01,60637,31113.0,personal,11.739111552869971,24,354.0,False,0.15,AP20134-0-24
black,female,2017-07-01,60615,78768.0,auto,5.483354763172356,72,1905.0,False,1.15,AP20177-2-6
hispanic/latino,female,2018-09-01,60625,,home,9.11580669587425,360,357444.0,True,1.95,AP20189-0-20
Black,female,2017-11-01,60637,12909.0,personal,16.208066194063793,60,3144.0,True,1.16,AP201711-2-95
white,male,2011-03-01,60625,,personal,5.93504572225657,18,3203.0,False,0.14,AP20113-0-34
hispanic/latino,female,2017-11-01,60625,78427.0,home,6.073918326668408,300,550372.0,True,1.16,AP201711-2-78
white,female,2013-11-01,60637,59559.0,auto,6.805237651124422,72,35619.0,False,0.08,AP201311-2-57
other,male,2012-09-01,60615,11849.0,personal,18.20922219211289,12,4206.0,False,0.14,AP20129-0-70
white,male,2017-09-01,60614,,auto,6.095449222331963,72,19960.0,True,1.15,AP20179-1-64
white,male,2018-01-01,60614,206280.0,auto,6.635830741933636,84,130101.0,True,1.41,AP20181-3-62
white,female,2014-04-01,60626,5022.0,auto,5.882656193717118,60,14345.0,False,0.09,AP20144-3-31
black,male,2013-12-01,60637,,personal,1.7456898024149299,48,10328.0,False,0.09,AP201312-3-78
other,female,2015-03-01,60623,26754.0,personal,8.462807173688761,12,718.0,False,0.11,AP20153-1-3
other,female,2011-08-01,60626,69810.0,home,2.8456573412931374,300,402170.0,False,0.1,AP20118-2-50
black,male,2018-07-01,60637,15172.0,personal,13.347558868151424,12,6423.0,False,1.91,AP20187-1-15
hispanic/latino,male,2012-01-01,60623,33950.0,personal,12.624980051996474,12,8009.0,False,0.08,AP20121-2-16
other,male,2017-09-01,60615,71951.0,home,3.6809294447320338,300,597428.0,False,1.15,AP20179-2-25
hispanic/latino,male,2013-11-01,60623,37766.0,auto,6.538002469082462,60,620.0,False,0.08,AP201311-1-60
white,male,2017-02-01,60614,6963.0,personal,16.13438266101668,18,2770.0,False,0.66,AP20172-2-19
Black,female,2012-03-01,60637,43373.0,home,5.599115619934308,240,283363.0,False,0.13,AP20123-3-40
other,female,2017-09-01,60637,5392.0,auto,6.150599794826801,84,16655.0,False,1.15,AP20179-1-75
asian,female,2014-11-01,60625,59432.0,home,4.243512413974725,360,327320.0,True,0.09,AP201411-0-28
other,male,2016-03-01,60625,11576.0,home,4.110040976051896,300,90106.0,False,0.36,AP20163-2-10
hispanic/latino,male,2016-09-01,60623,11073.0,personal,11.839739489311619,24,975.0,False,0.4,AP20169-2-94
Black,male,2018-06-01,60637,53435.0,auto,6.53964436388071,84,19420.0,True,1.82,AP20186-3-12
hispanic/latino,male,2014-12-01,60625,3062.0,auto,5.478607594301797,72,13711.0,False,0.12,AP201412-0-90
,female,2017-02-01,60626,33482.0,home,2.575267332965635,300,208877.0,False,0.66,AP20172-1-83
hispanic/latino,female,2016-03-01,60625,55621.0,personal,7.532131118780989,18,12580.0,False,0.36,AP20163-3-6
white,female,2012-01-01,60614,79666.0,home,2.3451830382602354,240,496909.0,True,0.08,AP20121-3-59
black,female,2016-08-01,60615,11689.0,personal,9.686751591795785,12,1956.0,False,0.4,AP20168-0-66
other,female,2012-08-01,60637,49791.0,home,2.3505043445733778,180,316712.0,False,0.13,AP20128-2-42
black,male,2017-04-01,60623,7022.0,personal,4.1313813378277215,24,105.0,False,0.9,AP20174-2-30
white,female,2011-06-01,60614,,home,4.231683195533149,360,873109.0,True,0.09,AP20116-1-100
black,female,2017-05-01,60623,24285.0,home,3.11836893901201,360,191933.0,False,0.91,AP20175-0-53
hispanic/latino,female,2017-05-01,60626,39576.0,home,1.6735553749662584,300,312118.0,False,0.91,AP20175-1-19
hispanic/latino,male,2011-11-01,60623,62483.0,home,3.647201959360638,180,463647.0,False,0.08,AP201111-2-63
other,male,2018-11-01,60637,5870.0,personal,14.451211338345303,24,217.0,False,2.2,AP201811-1-45
white,male,2016-04-01,60625,59486.0,home,1.8773399385320015,360,316294.0,True,0.37,AP20164-3-59
hispanic/latino,female,2016-12-01,60625,8010.0,auto,7.141939905838673,60,11603.0,True,0.54,AP201612-1-86
hispanic/latino,female,2017-07-01,60625,63041.0,auto,8.890643256272186,72,16978.0,True,1.15,AP20177-2-79
other,male,2015-04-01,60623,17059.0,auto,6.365821541110555,72,8496.0,False,0.12,AP20154-1-9
white,female,2016-04-01,60614,159882.0,auto,5.98330114301933,72,51889.0,True,0.37,AP20164-2-64
black,female,2016-08-01,60625,29531.0,auto,4.711449622295834,60,,True,,AP20168-1-14
other,female,2015-02-01,60615,13730.0,auto,3.9008052814287497,72,3004.0,False,0.11,AP20152-3-91
other,male,2016-04-01,60625,50386.0,home,6.417960259591961,300,380738.0,True,0.37,AP20164-2-7
white,female,2018-09-01,60614,105503.0,home,5.880742018663204,240,750188.0,True,1.95,AP20189-1-12
white,female,2015-07-01,60614,,home,3.0236803969792674,240,653534.0,True,0.13,AP20157-2-94
asian,male,2012-04-01,60615,27299.0,home,6.184191008634083,240,205889.0,False,0.14,AP20124-3-52
white,female,2017-01-01,60625,,home,4.001129431820075,300,434610.0,True,0.65,AP20171-1-66
hispanic/latino,male,2017-05-01,60623,4805.0,personal,9.612372597417066,12,157.0,False,0.91,AP20175-2-6
white,female,2015-03-01,60614,185612.0,home,0.32489877793043365,360,1434709.0,True,0.11,AP20153-3-36
Caucasian,female,2016-07-01,60611,,auto,4.500761405392434,60,51076.0,True,0.39,AP20167-0-41
black,male,2014-04-01,60623,1749.0,personal,11.133934354585683,48,484.0,False,0.09,AP20144-0-25
white,male,2018-04-01,60614,117491.0,home,3.364279384143888,300,652448.0,True,1.69,AP20184-1-14
white,male,2013-10-01,60614,171720.0,auto,4.654473951899573,72,77803.0,True,0.09,AP201310-1-43
black,female,2015-01-01,60615,5780.0,personal,15.499731022996565,12,2278.0,False,0.11,AP20151-0-79
black,female,2011-04-01,60611,,home,3.5310688586332075,300,833894.0,True,0.1,AP20114-2-27
asian,male,2014-10-01,60625,,home,0.9287053076212192,360,471910.0,True,0.09,AP201410-3-17
black,female,2017-09-01,60637,87541.0,home,1.686513464527942,360,676471.0,False,1.15,AP20179-3-14
white,male,2011-04-01,60615,99172.0,home,5.727499165604941,180,760137.0,False,0.1,AP20114-3-12
other,female,2016-01-01,60637,39210.0,auto,4.9207151907622535,72,45734.0,False,0.34,AP20161-2-34
hispanic/latino,female,2014-08-01,60625,,auto,5.897277821512078,72,18009.0,True,0.09,AP20148-1-20
other,female,2015-07-01,60611,224850.0,home,2.2759974242796988,360,1208643.0,True,0.13,AP20157-0-25
white,female,2016-12-01,60614,87178.0,auto,5.501818032041278,84,17014.0,True,0.54,AP201612-2-96
black,male,2016-01-01,60637,69522.0,home,6.974800001407998,300,483401.0,True,0.34,AP20161-3-60
black,female,2017-12-01,60637,32468.0,auto,6.719254085559436,72,4223.0,False,1.3,AP201712-1-90
black,female,2016-05-01,60623,9721.0,personal,8.53436606945162,60,2768.0,False,0.37,AP20165-2-100
other,male,2016-11-01,60625,63462.0,home,5.820248976474535,360,419089.0,True,0.41,AP201611-3-80
hispanic/latino,male,2018-05-01,60626,99638.0,auto,8.19032539521432,84,22213.0,True,1.7,AP20185-0-97
black,male,2013-01-01,60615,121277.0,personal,12.711786601708981,48,23977.0,True,0.14,AP20131-3-55
black,male,2015-11-01,60623,80709.0,personal,13.758807141919272,24,22065.0,True,0.12,AP201511-3-88
hispanic/latino,male,2015-07-01,60614,82649.0,auto,3.139439606902091,72,4565.0,False,0.13,AP20157-1-1
white,female,2011-03-01,60614,133984.0,home,4.3071102153060865,240,900339.0,True,0.14,AP20113-0-16
other,female,2013-12-01,60614,,home,2.534544545468043,300,,True,0.09,AP201312-1-37
hispanic/latino,male,2013-05-01,60623,24214.0,home,4.718598263270615,360,178485.0,False,0.11,AP20135-2-73
black,female,2013-12-01,60623,39172.0,personal,11.81267875906224,24,4658.0,False,0.09,AP201312-2-36
other,male,2011-04-01,60625,,home,0.12103931500418055,360,503736.0,False,0.1,AP20114-1-56
black,female,2014-06-01,60615,3399.0,personal,9.676773657043983,48,111.0,False,0.1,AP20146-0-93
black,female,2017-06-01,60637,75729.0,home,1.9343861229682942,360,523585.0,False,1.04,AP20176-2-31
white,male,2017-01-01,60625,98288.0,auto,7.999252053451052,72,54175.0,True,0.65,AP20171-3-0
African-American,male,2015-08-01,60637,11253.0,auto,4.117036720144345,72,13853.0,False,0.14,AP20158-2-40
hispanic/latino,female,2016-03-01,60625,6147.0,auto,7.243114042756465,60,13081.0,False,0.36,AP20163-2-61
white,male,2016-06-01,60611,142975.0,personal,0.6982900243647211,60,29188.0,False,0.38,AP20166-1-67
white,female,2018-12-01,60614,,auto,6.907388897224854,60,181232.0,True,2.27,AP201812-0-57
other,female,2017-02-01,60626,12313.0,auto,5.711274017284873,72,16461.0,False,0.66,AP20172-3-26
black,female,2014-07-01,60615,29528.0,auto,6.525196390247531,60,31931.0,False,0.09,AP20147-2-35
